Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-0118,Workstation,32.2,64.1,46.6,Online,5062552,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49675
CMP-0119,Workstation,30.6,59.1,63.8,Online,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49673
CMP-0120,Workstation,38.0,31.0,66.7,Online,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49669
CMP-0121,Workstation,56.9,14.0,54.0,Online,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49669
CMP-0122,Workstation,31.8,42.6,58.5,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49669
CMP-0123,Workstation,39.2,11.5,50.5,Offline,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49669
CMP-0124,Workstation,77.2,11.5,54.2,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49669
CMP-0125,Workstation,57.4,46.8,70.8,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49669
CMP-0126,Workstation,58.6,14.4,53.5,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49669
CMP-0127,Workstation,52.3,68.3,66.2,Offline,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49669
CMP-0128,Workstation,47.9,60.9,78.0,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49669
CMP-0129,Workstation,59.6,40.9,64.1,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49669
CMP-0130,Workstation,31.4,12.6,58.0,Offline,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49669
CMP-0131,Workstation,36.5,38.9,53.2,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49669
CMP-0132,Workstation,54.6,55.2,50.7,Online,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49668
CMP-0133,Workstation,61.8,33.4,42.7,Unstable,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49668
CMP-0134,Workstation,42.0,51.1,54.2,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49668
CMP-0135,Workstation,64.3,23.2,74.8,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49668
CMP-0136,Workstation,31.2,60.4,44.8,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49668
CMP-0137,Workstation,55.7,56.9,59.0,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49668
CMP-0138,Workstation,51.4,18.5,61.0,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49668
CMP-0139,Workstation,39.2,59.5,44.2,Offline,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49668
CMP-0140,Workstation,47.6,41.2,53.4,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49668
CMP-0141,Workstation,49.5,14.0,61.1,Online,5062554,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48805
CMP-0142,Workstation,76.6,56.7,64.3,Offline,5062554,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48805
CMP-0143,Workstation,41.5,68.5,72.9,Online,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48803
CMP-0144,Workstation,63.1,46.2,83.6,Online,5062572,Windows Server 2022,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-48800
CMP-0145,Workstation,63.2,30.0,50.2,Unstable,5062554,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48003
CMP-0146,Workstation,78.7,27.1,41.2,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48003
CMP-0147,Workstation,54.3,29.8,86.3,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48001
CMP-0148,Workstation,63.3,33.9,82.4,Unstable,5062554,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48001
CMP-0149,Workstation,52.4,19.4,87.6,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-48001
CMP-0150,Workstation,36.5,36.8,87.8,Unstable,5062572,Windows Server 2022,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-48001
CMP-0151,Workstation,68.5,27.4,72.1,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48001
CMP-0152,Workstation,54.4,70.0,72.9,Online,5062557,Windows Server 2019,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48001
CMP-0153,Workstation,68.9,34.9,69.2,Online,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48001
CMP-0154,Workstation,45.3,40.7,51.6,Online,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-48001
CMP-0155,Workstation,54.6,37.1,40.1,Online,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48000
CMP-0156,Workstation,45.8,66.1,72.3,Unstable,5062560,Windows Server 2016,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48000
CMP-0157,Workstation,76.7,52.9,86.1,Online,5062560,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48000
CMP-0158,Workstation,77.0,19.3,44.5,Online,5062560,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-48000
CMP-0159,Workstation,43.7,20.1,72.6,Online,5062553,Windows Server 2025,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48000
CMP-0160,Workstation,78.6,37.7,66.5,Online,5062553,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48000
CMP-0161,Workstation,43.9,17.8,48.9,Online,5062553,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48000
CMP-0162,Workstation,37.2,20.7,44.7,Unstable,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-48000
CMP-0163,Workstation,78.1,63.1,63.6,Online,5062552,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-48000
CMP-0164,Workstation,71.5,49.1,88.0,Online,5062552,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-48000
CMP-0165,Workstation,41.5,50.8,72.6,Unstable,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-48000
CMP-0166,Workstation,53.8,49.7,47.0,Online,5062554,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-48000
CMP-0167,Workstation,41.5,30.0,47.1,Unstable,5062560,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Remote Code Execution,Critical,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-47981
CMP-0168,Workstation,42.5,55.9,51.0,Unstable,5062557,Windows Server 2019,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49688
CMP-0169,Workstation,31.3,29.6,61.8,Unstable,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49687
CMP-0170,Workstation,72.5,43.7,68.8,Online,5062597,Windows Server 2012 R2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49687
CMP-0171,Workstation,57.6,23.4,64.9,Unstable,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49687
CMP-0172,Workstation,31.2,46.3,57.2,Online,5062554,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49744
CMP-0173,Workstation,49.7,21.0,55.6,Offline,5062554,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49744
CMP-0174,Workstation,80.0,66.2,70.8,Online,5062552,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49744
CMP-0175,Workstation,72.6,17.5,82.2,Online,5062552,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49744
CMP-0176,Workstation,30.1,32.5,53.8,Offline,5062554,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49744
CMP-0177,Workstation,59.3,16.7,81.0,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49744
CMP-0178,Workstation,59.5,43.4,44.6,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49742
CMP-0179,Workstation,54.8,27.4,57.5,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49742
CMP-0180,Workstation,33.3,52.1,89.2,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49742
CMP-0181,Workstation,64.4,16.2,43.8,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49742
CMP-0182,Workstation,53.7,40.1,76.5,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49732
CMP-0183,Workstation,31.8,49.8,55.7,Offline,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49725
CMP-0184,Workstation,65.2,19.3,43.1,Online,5062561,Windows 10 for x64-based Systems,Unknown Platform,Remote Code Execution,Critical,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,CVE-2025-47981
CMP-0185,Workstation,68.9,44.3,59.5,Online,5062561,Windows 10 for 32-bit Systems,Unknown Platform,Remote Code Execution,Critical,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,CVE-2025-47981
CMP-0186,Workstation,56.8,68.1,54.9,Online,5062553,Windows Server 2025,Unknown Platform,Remote Code Execution,Critical,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47981
CMP-0187,Workstation,69.7,27.2,53.2,Online,5062553,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Critical,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47981
